Exam_Type,Class,language,Subject,Chapter_Name,chapter_number,Question,Question type,Marks,Year,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \( x y \frac{d^{2} y}{d x^{2}} + x \left( \frac{d y}{d x} \right)^{2} - y \frac{d y}{d x} = 0 \) की कोटि 2 है।</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. सदिश \(\vec{a}=\hat{i}+\hat{j}-\hat{k}\) तथा \(\vec{b}=\hat{i}-\hat{j}+\hat{k}\) के बीच का कोण \(60^{\circ}\) है।</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \(\frac{d y}{d x}-y=\cos x\) का समाकलन गुणक \(e^{-x}\) है।</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. \( f: x \rightarrow y \) एक आच्छादक फलन है तब \( f \) का परिसर \( = y \).</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. \(\tan^{-1} \frac{1}{2} + \tan^{-1} \frac{1}{3} = \tan^{-1} \frac{1}{5}\)</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. यदि \( A=\left[a_{i j}\right]_{m \times n} \) तथा \( B=\left[b_{i j}\right]_{n \times p} \) तो \( A B \) की कोटि \( m \times p \) होगी।</p>,True False,1,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. तुच्छ संबंध किसे कहते हैं?</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. \(\sin ^{-1}\left(\frac{1}{\sqrt{2}}\right)\) का मुख्य मान ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. स्तम्भ आव्यूह किसे कहते हैं?</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. सदिश \(\hat{i}+\hat{j}+\hat{k}\) का परिमाण ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. यदि \( A \) और \( B \) स्वतंत्र घटनाएँ हैं तथा \( P(A)=0.3 \) और \( P(B)=0.4 \) तब \( P(B \mid A) \) का मान ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. \(\cos \left(\sec ^{-1} x+\operatorname{cosec}^{-1} x\right),|x| \geq 1\) का मान ज्ञात कीजिए।</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. एक उत्पाद की \(x\) इकाइयों से प्राप्त कुल आय रुपयों में \(R(x)=3 x^{2}+36 x+5\) से प्रदत्त है। जब \(x=15\) तो सीमान्त आय ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. यदि \( A=\{1,2,3\}, B=\{4,5,6,7\} \) तथा \( f=\{(1,4),(2,5),(3,6)\} \) \( A \) से \( B \) तक एक फलन है, तो सिद्ध कीजिए कि \( f \) एकैकी है।</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,"<p>Q. जाँच कीजिए कि समुच्चय \(\{1,2,3,4\}\) में \(R=\{(1,2),(2,2),(1,1),(4,4), (1,3),(3,3),(3,2)\} \) द्वारा प्रदत्त संबंध स्वतुल्य तथा संक्रामक है किन्तु सममित नहीं।</p>",Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. सिद्ध कीजिए कि \(\sin ^{-1}(-x)=-\sin ^{-1} x ; x \in\left[-1, 1\right]\)</p>",Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,"<p>Q. सिद्ध कीजिए कि \(\sin ^{-1} x+\cos ^{-1} x=\frac{\pi}{2} ; x \in\left[-1, 1\right]\)</p>",Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. यदि \( A=\begin{bmatrix}-2 & 3 \\ 1 & 2\end{bmatrix} \) तथा \( B=\begin{bmatrix}-1 & 0 \\ 1 & 2\end{bmatrix} \) तो \( (A+B)^{\prime} \) ज्ञात कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,"<p>Q. यदि \( A=\begin{bmatrix}1 \\ -4 \\ 3\end{bmatrix}, B=\begin{bmatrix}-1 & 2 & 1\end{bmatrix} \) तो \( A B \) ज्ञात कीजिए।</p>",Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,<p>Q. \(X\) के सापेक्ष \(X^{X}\) का अवकलन कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. यदि \( y=\sin ^{-1}\left(\frac{2 x}{1+x^{2}}\right) \) तो \( \frac{d y}{d x} \) ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,"<p>Q. दिखाइए कि प्रदत्त फलन \( f(x)=12 x-3, R \) पर एक वर्धमान फलन है।</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Integrals,8,<p>Q. सिद्ध कीजिए कि \( R \) पर \( f(x)=e^{3 x} \) से प्रदत्त फलन वर्धमान है।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,"<p>Q. मान ज्ञात कीजिए \(\int_{-1}^{1} \sin ^{5} x \cos ^{4} x \, dx\)</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. मान ज्ञात कीजिए \(\int_{-1}^{2}\left|x^{3}-x\right| d x\)</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. सदिश \(\vec{a}=\hat{i}+2 \hat{j}+3 \hat{k}\) का सदिश \(\vec{b}=2 \hat{i}+\hat{k}\) पर प्रक्षेप ज्ञात कीजिए।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. उस समान्तर चतुर्भुज का क्षेत्रफल ज्ञात कीजिए जिसकी संलग्न भुजाएँ \(\vec{a}=\hat{i}-\hat{j}+3 \hat{k}\) और \(\vec{b}=2 \hat{i}-7 \hat{j}+\hat{k}\) द्वारा दी गई है।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. सिद्ध कीजिए कि दो सदिशों \(\vec{a}\) और \(\vec{b}\) के लिए सदैव \(|\vec{a} \cdot \vec{b}| \leq|\vec{a}||\vec{b}|\)</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. \(x\) का वह मान ज्ञात कीजिए जिसके लिए \(x(\hat{i}+\hat{j}+\hat{k})\) एक मात्रक सदिश है।</p>,Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. यदि एक रेखा के दिक् अनुपात \( -18, 12, -4 \) है तो उसकी दिक् कोज्याएँ ज्ञात कीजिए।</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,"<p>Q. बिन्दु \((1,2,3)\) से गुजरने वाली रेखा का समीकरण ज्ञात कीजिए जो सदिश \(3 \hat{i}+2 \hat{j}-2 \hat{k}\) के समांतर है।</p>",Very Short Answer,2,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. ज्ञात कीजिए कि \( f(x)=3 x^{4}+4 x^{3}-12 x^{2}+12 \) द्वारा प्रदत्त फलन \( f \) के स्थानीय उच्चतम और स्थानीय निम्नतम मान क्या हैं।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Derivatives,6,<p>Q. वह अंतराल ज्ञात कीजिए जिसमें \( f(x)=x^{2}-4 x+6 \) से प्रदत्त फलन ह्रासमान है।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Integrals,8,<p>Q. वक्र \(y=x^{2}\) एवं रेखा \(y=4\) से घिरे क्षेत्र का क्षेत्रफल ज्ञात कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Applications of Integrals,8,<p>Q. वक्र \(y^{2}=4 x\) एवं रेखा \(x=3\) से घिरे क्षेत्र का क्षेत्रफल ज्ञात कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \( x \frac{d y}{d x}+2 y=x^{2} \quad(x \neq 0) \) का व्यापक हल ज्ञात कीजिए।</p>,Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. अवकल समीकरण \(\frac{d y}{d x}=\frac{1+y^{2}}{1+x^{2}}\) का व्यापक हल ज्ञात कीजिए।</p>,Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. निम्न अवरोधों के अंतर्गत \( Z=3 x+5 y \) का न्यूनतमीकरण कीजिए : \( x+3 y \geq 3, x+y \geq 2, x, y \geq 0 \)</p>",Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Linear Programming,12,"<p>Q. निम्न अवरोधों के अंतर्गत \( Z=3 x+9 y \) का अधिकतमीकरण कीजिए : \( x+3 y \leq 60, x+y \geq 10, x \leq y, x \geq 0, y \geq 0 \)</p>",Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. एक बक्से में दस कार्ड 1 से 10 तक पूर्णांक लिख कर रखे गये और उन्हें अच्छी तरह मिलाया गया। इस बक्से से एक कार्ड यांदृच्छya निकाला गया। यदि यह ज्ञात हो कि निकाले गए कार्ड पर संख्या 3 से अधिक है तो इस संख्या के सम होने की क्या प्रायिकता है ?</p>,Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,"<p>Q. एक कलश में 10 काली और 5 सफेद गेदें है। दो गेद एक के बाद एक निकाली जाती है और पहली गेंद दूसरे के निकालने से पहले वापस नहीं रखी जाती है। मान लीजिए कि कलश में से प्रत्येक गेंद का निकालना समसंभाव्य है, तो दोनों काली गेंद निकलने की क्या प्रायिकता है?</p>",Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. समीकरण हल कीजिए : \[\left|\begin{bmatrix} x+a & x & x \\ x & x+a & x \\ x & x & x+a \end{bmatrix}\right|=0\] जहाँ \(a \neq 0\)</p>,Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. सिद्ध कीजिए कि \(\left|\begin{array}{ccc} a-b-c & 2 a & 2 a \\ 2 b & b-c-a & 2 b \\ 2 c & 2 c & c-a-b \end{array}\right|=(a+b+c)^{3}\)</p>,Long Answer,5,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,<p>Q. सिद्ध कीजिए कि फलन \( f \) किसी बिन्दु 'a' पर अवकलनीय है तो उस बिन्दु पर वह सतत भी है।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Continuity and Differentiability,5,<p>Q. \(\sin \left(x^{2}\right)\) का \(x^{2}\) के सापेक्ष अवकलन कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. मान ज्ञात कीजिए \(\int_{0}^{\pi} \frac{x \sin x}{1+\cos ^{2} x} d x\)</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Integrals,7,<p>Q. मान ज्ञात कीजिए \(\int_{0}^{\pi / 2} \frac{\cos ^{5} x}{\sin x^{5}+\cos x^{5}} d x\)</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Differential Equations,9,<p>Q. रेखाओं \(\vec{r}=(1-t) \hat{i}+(t-2) \hat{j}+(3-2 t) \hat{k}\) और \(\vec{r}=(s+1) \hat{i}+(2 s-1) \hat{j}-(2 s+1) \hat{k}\) के बीच की न्यूनतम दूरी ज्ञात कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Three Dimensional Geometry,11,<p>Q. समान्तर रेखाओं \(\vec{r}=\hat{i}+2 \hat{j}-4 \hat{k}+\lambda(2 \hat{i}+3 \hat{j}+6 \hat{k})\) और \(\vec{r}=3 \hat{i}+3 \hat{j}-5 \hat{k}+\mu(2 \hat{i}+3 \hat{j}+6 \hat{k})\) के बीच की न्यूनतम दूरी ज्ञात कीजिए।</p>,Short Answer,3,2023,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. यदि फलन \( f: \mathbb{R} \rightarrow \mathbb{R} \) द्वारा परिभाषित है तो (a) \( f \) एकैकी आच्छादक है। (b) \( f \) बहुएक आच्छादक है। (c) \( f \) एकैकी है किंतु आच्छादक नहीं है। (d) \( f \) न तो एकैकी है और न आच्छादक है।</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. \(\sin ^{-1}\left(-\frac{1}{2}\right)\) का मुख्य मान है (a) \(\frac{\pi}{6}\) (b) \(-\frac{\pi}{6}\) (c) \(\frac{4 \pi}{3}\) (d) \(\frac{2 \pi}{3}\)</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Matrices,3,<p>Q. \(2 \times 2\) कोटि के ऐसे आव्यूहों की कुल संख्या जिनकी प्रत्येक प्रविष्टि 0 या 1 है होगी - (a) 27 (b) 512 (c) 16 (d) 2</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Probability,13,<p>Q. यदि पांसों का एक जोड़ा उछाला जाता है तो प्रत्येक पांसे पर सम अभाज्य संख्या प्राप्त करने की प्रायिकता होगी - (a) 0 (b) \(\frac{1}{3}\) (c) \(\frac{1}{12}\) (d) \(\frac{1}{36}\)</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Determinants,4,<p>Q. यदि \( A \) एक \( 3 \times 3 \) कोटि का वर्ग आव्यूह है तथा \( |A|=2 \) तो \( |\operatorname{adj} A| \) का मान है - (a) 4 (b) 2 (c) 8 (d) 0</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Vector Algebra,10,<p>Q. यदि \(\vec{a}\) तथा \(\vec{b}\) दो शून्येतर सदिश हैं तब \(\vec{a} \cdot \vec{b}=-|\vec{a}||\vec{b}|\) होगा यदि - (a) \(\quad \theta=\frac{\pi}{2}\) (b) \(\theta=0^{\circ}\) (c) \(\theta=\pi\) (d) \(\quad \theta=\frac{3 \pi}{2}\)</p>,Multiple Choice Question,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Relations and Functions,1,<p>Q. समुच्चय \( A \) पर परिभाषित संबंध \( R \) _____ संबंध कहलाता है यदि \( R \) स्वतुल्य सममित तथा संक्रामक है।</p>,Fill in the Blanks,1,2024,,,,,,,,,,,,,,,,
Board,Class 12th,Hindi,Maths,Inverse Trigonometric Functions,2,<p>Q. किसी प्रतिलोम त्रिकोणमितीय फलन का वह मान जो उसकी मुख्य शाखा में स्थित होता है प्रतिलोम त्रिकोणमितीय फलन का _____ मान कहलाता है।</p>,Fill in the Blanks,1,2024,,,,,,,,,,,,,,,,
